location_id,Name,long_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,longitude,latitude,p_1880,p_1890,p_1900,p_1910,G_1880,S_1880,G_1890,S_1890,D_1900,S_1900,G_1910,S_1910,prob,places,
881,Pudlach,14,55,1,46,38,48,14.9169,46.6467,155,176,173,158,0,155,9,167,0,173,0,158,0,Unter-Sammelsdorf,#DIV/0!
882,Tribei,not in Austria,,,,,,,,69,56,33,32,0,69,0,56,0,33,5,27,0,Schreckendorf,#DIV/0!
883,Tscherberg,not in Austria,,,,,,,,141,140,144,150,4,137,7,133,13,131,21,129,0.0283687943,Seelach,#DIV/0!
884,Wesnitzen,14,52,58,46,37,21,14.8828,46.6225,1932,1942,1952,1962,0,60,0,71,0,60,0,58,0,Sertschach,#DIV/0!
885,Gemeinde Loibach,,,,,,,,,2099,1923,1715,1760,165,1934,168,1755,112,1603,153,1607,0.0786088614,Srejach,0.1304347826
886,Ebersdorf,14,47,23,46,34,36,14.7897,46.5767,194,164,131,251,127,67,131,33,71,60,113,138,0.6546391753,Unterburg,#DIV/0!
887,St. Georgen,14,49,1,46,32,49,14.8169,46.5469,61,66,67,51,0,61,0,66,0,67,0,51,0,Wasserhofen,#DIV/0!
888,Grablach,14,50,18,46,34,33,14.8383,46.5758,105,96,95,86,0,105,0,96,0,95,0,86,0,Feld,#DIV/0!
889,Lamberg,in Slowenien,,,,,,,,222,201,147,159,0,222,0,201,1,146,0,159,0,Goritschach,#DIV/0!
890,Langsteg,in Slowenien,,,,,,,,408,352,292,246,23,385,13,339,13,279,12,234,0.056372549,Hart,#DIV/0!
891,Ober-Loibach,14,48,21,46,33,14,14.8058,46.5539,169,154,152,141,0,169,5,149,6,146,4,137,0,Hof,#DIV/0!
892,Unter-Loibach,14,48,17,46,34,2,14.8047,46.5672,214,200,224,227,7,207,6,194,17,207,4,223,0.0327102804,Horzach 2,#DIV/0!
893,Lokowitzen,14,49,21,46,33,5,14.8225,46.5514,187,168,131,124,8,179,13,155,4,127,4,120,0.0427807487,Kleindorf 2,#DIV/0!
894,St. Margarethen,14,50,19,46,35,41,14.8386,46.5947,169,175,168,163,0,169,0,175,0,168,9,154,0,Kleinzapfen,#DIV/0!
895,Schattenberg,14,49,29,46,33,32,14.8247,46.5589,57,55,58,61,0,57,0,55,0,58,0,61,0,Lauchenholz,#DIV/0!
896,Weissenstein,14,51,34,46,36,7,14.8594,46.6019,167,161,156,155,0,167,0,161,0,156,0,155,0,Littermoos,#DIV/0!
897,Woroujach,14,48,58,46,35,4,14.8161,46.5844,146,131,94,96,0,146,0,131,0,94,7,89,0,Möchling,#DIV/0!
898,Gemeinde Moos,,,,,,,,,2572,1595,1490,1483,7,2565,18,1577,43,1447,32,1451,0.0027216174,Mökriach,#DIV/0!
899,Aich,14,48,44,46,37,36,14.8122,46.6267,195,196,193,188,0,195,0,196,0,193,0,188,0,Müllnern,#DIV/0!
900,Dobrova,14,47,34,46,37,52,14.7928,46.6311,25,20,24,21,0,25,0,20,0,24,0,21,0,Nageltschach,#DIV/0!
901,Draurain,14,48,48,46,38,38,14.8133,46.6439,1933,1943,1953,1963,0,50,0,38,0,37,0,41,0,Ober-Narrach,#DIV/0!
902,Einersdorf,14,47,50,46,36,11,14.7972,46.6031,162,149,140,114,0,162,6,143,35,105,15,99,0,Unter-Narrach,#DIV/0!
903,Gupf (Kömmelgupf),14,51,19,46,37,20,14.8553,46.6222,63,53,51,53,0,63,0,53,0,51,0,53,0,Pirk,#DIV/0!
904,Kömel (Kömmel),14,49,55,46,36,42,14.8319,46.6117,194,160,137,152,0,194,0,160,0,137,0,152,0,Pogerschitzen,#DIV/0!
905,Moos,14,46,31,46,35,56,14.7753,46.5989,197,195,165,157,0,197,12,183,0,165,6,151,0,Pölzling,#DIV/0!
906,Replach,14,45,46,46,36,46,14.7628,46.6128,106,107,85,95,0,106,0,107,0,85,0,95,0,St. Primus,1
907,Rinkenberg,14,45,51,46,37,25,14.7642,46.6236,325,322,325,350,0,325,0,322,3,322,0,350,0,Pudab,#DIV/0!
908,Rinkolach,14,44,41,46,37,20,14.7447,46.6222,101,127,122,108,0,101,0,127,0,122,0,108,0,Rückersdorf,#DIV/0!
909,Ruttach,14,44,23,46,36,22,14.7397,46.6061,29,26,20,19,0,29,0,26,0,20,0,19,0,Saager,#DIV/0!
910,Schilterndorf,14,48,16,46,36,34,14.8044,46.6094,123,111,112,105,1,122,0,111,5,107,11,94,0.0081300813,Seelach,#DIV/0!
911,Wiederndorf,14,48,22,46,37,8,14.8061,46.6189,116,91,79,80,0,116,0,91,0,79,0,80,0,Seidendorf,#DIV/0!
912,Gemeinde Schwabegg,,,,,,,,,443,432,429,445,3,440,19,413,9,420,5,440,0.006772009,Stein,0.1304347826
913,Draugegend,14,50,43,46,39,4,14.8453,46.6511,27,16,29,44,0,27,0,16,0,29,0,44,0,Steinerberg left border,0.1304347826
914,Hard,14,52,0,46,38,53,14.8667,46.6481,63,58,61,52,0,63,0,58,0,61,0,52,0,Steinerberg right border,0.1304347826
915,Heiligenstadt,14,51,43,46,38,6,14.8619,46.635,56,50,50,46,0,56,0,50,7,43,0,46,0,Unterkrain,#DIV/0!
916,Oberdorf,14,50,46,46,38,31,14.8461,46.6419,97,90,87,84,3,94,12,78,0,87,5,79,0.0309278351,St. Veit im Jaunthale,0
917,Schwabegg,14,50,51,46,39,0,14.8475,46.65,128,126,127,152,0,128,6,120,1,126,0,152,0,Vellach,#DIV/0!
918,Unterdorf,14,51,29,46,38,33,14.8581,46.6425,1934,1944,1954,1964,0,72,1,91,1,74,0,67,0,Vesielach,#DIV/0!
919,,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Weitendorf,#DIV/0!
920,,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Altendorf,#N/A
921,Gerichtsbezirk Eberndorf,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Dullach,#DIV/0!
922,Gemeinde Eberndorf,,,,,,,,,2620,2669,2684,2795,241,2379,247,2422,425,2259,599,2196,0.0919847328,Goritschach,#DIV/0!
923,Buchbrunn,14,37,14,46,36,7,14.6206,46.6019,100,91,95,89,0,100,0,91,2,93,0,89,0,Hart,#DIV/0!
924,Buchhalm,14,38,14,46,36,5,14.6372,46.6014,59,62,54,61,4,55,4,58,7,47,7,54,0.0677966102,Homelischach,#DIV/0!
925,Eberndorf,14,38,27,46,35,31,14.6408,46.5919,482,470,486,540,156,326,173,297,204,282,280,260,0.3236514523,Jerischach,#DIV/0!
926,Edling,14,42,13,46,37,14,14.7036,46.6206,107,118,117,120,1,106,7,111,0,117,0,120,0.0093457944,Kleinzapfen,#DIV/0!
927,Gablern,14,39,45,46,35,32,14.6625,46.5922,227,231,222,224,6,221,3,228,7,215,12,212,0.0264317181,Kristendorf,#DIV/0!
928,Gösselsdorf,14,38,4,46,34,21,14.6344,46.5725,190,205,198,190,3,187,15,190,16,182,20,170,0.0157894737,Pfannsdorf,#DIV/0!
929,Graben,14,42,24,46,37,40,14.7067,46.6278,24,27,24,29,0,24,0,27,0,24,0,29,0,Polena,#DIV/0!
930,Hart,14,39,28,46,34,12,14.6578,46.57,63,56,73,63,4,59,0,56,0,73,1,62,0.0634920635,Proboj,#DIV/0!
931,Homitzberg,14,39,36,46,33,46,14.66,46.5628,21,24,24,20,6,15,0,24,3,21,0,20,0.2857142857,Rain,#DIV/0!
932,Humtschach,14,42,47,46,37,47,14.7131,46.6297,117,121,131,112,0,117,0,121,4,127,0,112,0,Sagerberg,#DIV/0!
933,Kohldorf,14,38,6,46,38,20,14.635,46.6389,136,140,134,133,19,117,3,137,23,111,23,110,0.1397058824,Sielach,#DIV/0!
934,Köking (Köcking),14,39,10,46,34,42,14.6528,46.5783,171,132,145,123,0,171,0,132,0,145,0,123,0,Sittersdorf,#DIV/0!
935,Kühnsdorf,14,37,55,46,37,15,14.6319,46.6208,1935,1945,1955,1965,35,210,24,241,134,185,227,155,0.0180878553,Sonnegg,#DIV/0!
936,Loibegg,14,39,54,46,34,8,14.665,46.5689,61,65,54,60,0,61,0,65,4,50,18,42,0,Tihoja (Tichoja),0
937,St. Marxen,14,37,23,46,37,50,14.6231,46.6306,17,17,19,20,0,17,0,17,0,19,0,20,0,Weinberg,#DIV/0!
938,Mittlern,14,43,23,46,36,52,14.7231,46.6144,195,170,156,179,2,193,4,166,13,143,8,171,0.0102564103,Winkel,#DIV/0!
939,Oberburg,14,36,37,46,36,9,14.6103,46.6025,37,27,29,25,0,37,0,27,0,29,0,25,0,Wriessnitz,0
940,Pirk an der Drau,x,,,,,,,,47,54,42,43,0,47,0,54,0,42,0,43,0,Baumgarten,#N/A
941,Pribelsdorf,14,40,49,46,37,18,14.6803,46.6217,179,206,205,199,5,174,2,204,8,197,0,199,0.0279329609,Eberstein,#DIV/0!
942,Seebach,14,38,6,46,37,47,14.635,46.6297,64,91,72,92,0,64,6,85,0,72,3,89,0,Hochfeistritz,#DIV/0!
943,St. Stefan,14,42,28,46,34,20,14.7078,46.5722,0,6,7,3,0,0,0,6,0,7,0,3,#DIV/0!,Gutschen left border,#DIV/0!
944,Traundorf,14,43,21,46,34,41,14.7225,46.5781,37,47,35,39,0,37,6,41,0,35,0,39,0,Gutschen right border,#DIV/0!
945,Tschepitschach,14,41,13,46,34,3,14.6869,46.5675,0,5,2,8,0,0,0,5,0,2,0,8,#DIV/0!,Kaltenberg left border,#DIV/0!
946,Unterbergen,14,39,4,46,33,22,14.6511,46.5561,41,39,41,41,0,41,0,39,0,41,0,41,0,Kaltenberg right border,#DIV/0!
947,Gemeinde Gallizien,,,,,,,,,1083,1138,1069,1050,1,1082,25,1113,22,1047,21,1029,0.000923361,Kulm,#DIV/0!
948,Abriach,14,29,55,46,33,14,14.4986,46.5539,126,127,123,120,0,126,1,126,0,123,1,119,0,Mirnig,#DIV/0!
949,Abtei,14,28,11,46,33,3,14.4697,46.5508,146,161,162,152,1,145,2,159,0,162,1,151,0.0068493151,St. Oswald,1
950,Dolintschach,14,32,53,46,33,17,14.5481,46.5547,29,30,24,25,0,29,0,30,0,24,0,25,0,Rüggen,#DIV/0!
951,Drabunaschach,14,33,36,46,33,0,14.56,46.55,58,33,31,34,0,58,0,33,0,31,0,34,0,St. Walburgen,0.9298245614
952,Enzelsdorf,14,31,49,46,33,12,14.5303,46.5533,1936,1946,1956,1966,0,158,0,171,0,145,0,127,0,Brückl,#N/A
953,Freibach,14,27,47,46,32,2,14.4631,46.5339,72,82,76,73,0,72,0,82,0,76,0,73,0,Christofberg left border,#DIV/0!
954,Gallizien,14,30,22,46,33,36,14.5061,46.56,55,53,51,43,0,55,9,44,10,41,10,33,0,Christofberg right border,#DIV/0!
955,Glantschach,14,32,40,46,33,11,14.5444,46.5531,105,116,109,98,0,105,0,116,4,105,1,97,0,Eppersdorf,#DIV/0!
956,Krejanzach,14,30,57,46,33,12,14.5158,46.5533,59,67,69,80,0,59,7,60,8,61,8,72,0,St. Filippen bei Reinegg,0.1674641148
957,Linsendorf,14,27,52,46,33,55,14.4644,46.5653,35,25,24,32,0,35,0,25,0,24,0,32,0,St. Gregorn,0.8666666667
958,Moos,14,30,6,46,33,50,14.5017,46.5639,70,96,101,91,0,70,6,90,0,101,0,91,0,Hart,#DIV/0!
959,Robesch,14,29,22,46,32,53,14.4894,46.5481,78,81,69,67,0,78,0,81,0,69,0,67,0,Hausdorf,#DIV/0!
960,Wildenstein,14,31,36,46,32,40,14.5267,46.5444,92,96,85,108,0,92,0,96,0,85,0,108,0,St. Johann am Brückl,0.0303654143
961,Gemeinde Globasnitz,,,,,,,,,1337,1388,1325,1280,7,1330,15,1373,17,1308,21,1259,0.0052356021,Johannserberg,#DIV/0!
962,Globasnitz,14,42,6,46,33,26,14.7017,46.5572,392,434,418,408,5,387,13,421,17,401,19,389,0.012755102,Krabathen,#DIV/0!
963,Jaunstein,14,40,29,46,33,32,14.6747,46.5589,133,136,127,128,0,133,0,136,0,127,0,128,0,Ober-Krähwald,#DIV/0!
964,Kleindorf,14,41,59,46,33,41,14.6997,46.5614,114,120,110,112,0,114,1,119,0,110,0,112,0,Unter-Krähwald,#DIV/0!
965,Slovenjach,14,40,23,46,32,35,14.6731,46.5431,118,119,121,95,0,118,0,119,0,121,2,93,0,Krainberg,#DIV/0!
966,St. Stefan unter Feuersberg,14,42,27,46,34,24,14.7075,46.5733,331,346,313,305,2,329,1,345,0,313,0,305,0.0060422961,Labegg,#DIV/0!
967,Tschepitschach,14,41,13,46,34,3,14.6869,46.5675,23,13,16,21,0,23,0,13,0,16,0,21,0,Michaelerberg,#DIV/0!
968,Unterbergen,14,44,13,46,33,7,14.7369,46.5519,47,38,46,45,0,47,0,38,0,46,0,45,0,Oechsendorf,#DIV/0!
969,Wakendorf (Wackendorf),14,43,19,46,33,15,14.7219,46.5542,1937,1947,1957,1967,0,179,0,182,0,174,0,166,0,Pirkach,#DIV/0!
970,Gemeinde St. Kanzian,,,,,,,,,1282,1274,1186,1185,20,1262,58,1216,83,1103,166,1019,0.015600624,Salchendorf,#DIV/0!
971,Brenndorf,14,35,9,46,37,59,14.5858,46.6331,44,55,28,38,0,44,1,54,0,28,4,34,0,Schmieddorf,#DIV/0!
972,Duell,14,37,2,46,37,49,14.6172,46.6303,20,15,17,17,0,20,1,14,6,11,13,4,0,Selessen,#DIV/0!
973,Grabelsdorf,14,35,40,46,35,37,14.5944,46.5936,111,103,85,85,0,111,0,103,0,85,0,85,0,Tschutta,#DIV/0!
974,Horzach 1,14,35,48,46,37,3,14.5967,46.6175,37,32,40,54,0,37,0,32,1,39,4,50,0,St. Ulrich am Johannserberg,0.6149425287
975,St. Kanzian,14,34,33,46,36,55,14.5758,46.6153,64,76,82,90,1,63,14,62,23,59,35,55,0.015625,Filfing,#DIV/0!
976,Kleindorf 1,14,34,37,46,37,6,14.5769,46.6183,31,48,36,30,0,31,0,48,0,36,0,30,0,Grünburg,#DIV/0!
977,Klopein,14,35,9,46,36,43,14.5858,46.6119,62,63,67,59,0,62,0,63,0,67,0,59,0,Klein-St. Paul,1
978,Lanzendorf,14,35,34,46,35,1,14.5928,46.5836,46,46,43,39,0,46,0,46,0,43,0,39,0,Ober-St. Paul (coord. of Klein St. Paul),#DIV/0!
979,St. Lorenzen,14,36,13,46,37,57,14.6036,46.6325,66,78,56,54,0,66,0,78,0,56,1,53,0,Unter-St. Paul (coord. of Klein St. Paul),#DIV/0!
980,St. Marxen,14,37,23,46,37,52,14.6231,46.6311,94,86,104,97,2,92,7,79,10,94,36,61,0.0212765957,Prailing left border,#DIV/0!
981,Mökriach,14,36,19,46,35,23,14.6053,46.5897,46,48,51,50,0,46,0,48,0,51,0,50,0,Prailing right border,#DIV/0!
982,Oberburg,14,36,37,46,36,10,14.6103,46.6028,24,34,22,14,0,24,0,34,4,18,0,14,0,Sittenberg,#DIV/0!
983,Peratschitzen,14,36,26,46,37,40,14.6072,46.6278,85,85,91,80,0,85,0,85,1,90,5,75,0,Wietersdorf,#DIV/0!
984,Piskertschach,14,33,36,46,37,8,14.56,46.6189,50,52,42,30,0,50,0,52,0,42,0,30,0,Ober-Agsdorf,#DIV/0!
985,Ober-Sammelsdorf,14,34,58,46,35,17,14.5828,46.5881,72,69,62,60,0,72,0,69,0,62,0,60,0,St. Andrä,1
986,Unter-Sammelsdorf,14,34,50,46,37,20,14.5806,46.6222,1938,1948,1958,1968,0,46,0,29,0,38,0,36,0,Blaiken,#N/A
987,Schreckendorf,14,33,52,46,37,14,14.5644,46.6206,55,64,47,58,0,55,16,48,0,47,7,51,0,Burgstall left border,#N/A
988,Seelach,14,34,11,46,36,41,14.5697,46.6114,34,36,37,38,3,31,4,32,3,34,0,38,0.0882352941,Burgstall right border,#N/A
989,Sertschach,14,36,15,46,37,17,14.6042,46.6214,48,40,36,41,0,48,0,40,0,36,4,37,0,Langen,#DIV/0!
990,Srejach,14,35,53,46,37,26,14.5981,46.6239,101,98,92,96,10,91,5,93,10,82,0,96,0.099009901,Wölzing,0
991,Unterburg,14,36,23,46,36,22,14.6064,46.6061,84,64,48,58,0,84,8,56,12,36,22,36,0,Gemeinde St. Paul,0.97125
992,Wasserhofen,14,36,52,46,37,16,14.6144,46.6211,62,53,62,61,4,58,2,51,13,49,35,26,0.064516129,Ettendorf,#DIV/0!
993,Gemeinde Rückersdorf,,,,,,,,,1856,1885,1855,1785,4,1852,32,1853,52,1803,98,1687,0.0021551724,Krottendorf,#DIV/0!
994,Feld,14,30,35,46,34,52,14.5097,46.5811,40,31,24,15,0,40,1,30,1,23,6,9,0,Lamprechtsberg (Kirche St. Lamprecht),#DIV/0!
995,Goritschach,14,30,36,46,34,28,14.51,46.5744,79,72,89,94,0,79,0,72,4,85,8,86,0,Klein-Lamprechtsberg (Kirche St. Lamprecht),#DIV/0!
996,Hart,14,34,57,46,33,28,14.5825,46.5578,23,20,23,25,0,23,0,20,0,23,0,25,0,St. Margarethen,0
997,Hof,14,36,8,46,34,52,14.6022,46.5811,43,36,31,27,0,43,0,36,0,31,0,27,0,Schwarzenbach,#DIV/0!
998,Horzach 2,14,32,25,46,34,31,14.5403,46.5753,71,66,75,61,0,71,0,66,0,75,0,61,0,Unterholz,#DIV/0!
999,Kleindorf 2,14,32,3,46,36,15,14.5342,46.6042,31,38,42,32,0,31,0,38,0,42,6,26,0,St. Vincenz,1
1000,Kleinzapfen,14,35,6,46,33,6,14.585,46.5517,28,33,26,33,0,28,0,33,0,26,2,31,0,Weinberg,#DIV/0!
1001,Lauchenholz,14,34,39,46,34,40,14.5775,46.5778,43,54,48,52,0,43,0,54,0,48,0,52,0,Weissenberg,#DIV/0!
1002,Littermoos,14,33,7,46,36,21,14.5519,46.6058,69,61,56,48,0,69,0,61,0,56,0,48,0,Allersdorf,#N/A
1003,Möchling,14,30,54,46,35,14,14.515,46.5872,1939,1949,1959,1969,2,98,10,104,21,84,14,72,0.0010314595,Andersdorf,#N/A
1004,Mökriach,14,36,19,46,35,23,14.6053,46.5897,44,41,33,33,0,44,0,41,0,33,0,33,0,Fransdorf,#DIV/0!
1005,Müllnern,14,33,49,46,33,29,14.5636,46.5581,108,107,105,112,0,108,0,107,0,105,4,108,0,St. Georgen,0.975
1006,Nageltschach,14,33,26,46,34,25,14.5572,46.5736,64,61,65,84,0,64,0,61,0,65,0,84,0,Götzendorf,#DIV/0!
1007,Ober-Narrach,14,32,50,46,33,57,14.5472,46.5658,50,41,49,43,0,50,0,41,0,49,0,43,0,Gundisch,#DIV/0!
